IdOpinion,IdCliente,IdProducto,Fecha,Comentario,Clasificación,PuntajeSatisfacción,Fuente
12092,6610,936,2024-09-13,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12093,1315,912,2023-07-10,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
12094,3626,80,2025-01-05,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12095,205,967,2025-04-03,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12096,5931,22,2024-08-09,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
12097,4815,716,2025-07-15,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12098,2173,865,2023-01-20,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
12099,3142,779,2023-09-26,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12100,8525,995,2024-02-27,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12101,2721,102,2024-02-07,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
12102,1182,75,2025-03-04,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12103,1568,771,2025-04-13,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
12104,1656,360,2024-02-06,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
12105,5433,630,2024-01-16,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12106,5339,891,2024-06-09,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12107,3552,225,2025-11-27,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12108,1568,903,2025-02-16,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12109,6610,613,2024-07-22,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
12110,4194,285,2025-05-30,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
12111,8571,601,2024-12-28,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
12112,3806,120,2024-04-16,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12113,3407,712,2023-04-08,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12114,8697,478,2025-11-13,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
12115,6999,82,2024-12-30,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
12116,6506,539,2024-02-14,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
12117,9251,698,2023-02-01,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12118,1204,274,2025-11-19,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
12119,1656,85,2024-05-16,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12120,5564,27,2025-01-16,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12121,3335,977,2024-02-14,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
12122,7507,909,2024-05-12,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12123,679,47,2024-08-26,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
12124,7991,202,2023-08-20,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
12125,5433,330,2025-04-10,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12126,274,710,2023-07-19,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
12127,190,148,2025-06-06,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
12128,4911,592,2023-05-03,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
12129,954,388,2024-04-16,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12130,4701,318,2025-03-31,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
12131,5394,586,2025-08-12,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
12132,9881,480,2024-01-29,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
12133,3525,703,2024-04-09,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
12134,1695,76,2025-01-11,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
12135,3335,446,2023-07-06,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
12136,4173,476,2023-09-11,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12137,4105,791,2023-03-25,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
12138,6610,330,2023-04-27,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12139,5339,383,2025-01-14,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
12140,6821,540,2023-05-25,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12141,253,385,2024-02-28,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
12142,2540,60,2023-12-25,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12143,3723,75,2025-11-24,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12144,850,797,2024-01-21,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12145,9231,224,2025-04-25,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
12146,3806,287,2023-08-23,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
12147,5113,215,2025-02-09,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12148,6845,474,2023-12-04,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
12149,4623,637,2024-09-21,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12150,9780,667,2023-10-13,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
12151,9642,779,2024-05-20,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
12152,4173,517,2025-06-15,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
12153,7503,632,2025-09-04,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
12154,4808,844,2023-05-12,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
12155,2721,607,2025-06-27,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
12156,7159,784,2024-12-29,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
12157,1873,195,2025-06-03,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
12158,9715,889,2024-04-26,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
12159,3803,446,2025-01-10,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
12160,9557,865,2025-11-30,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
12161,1707,637,2023-10-31,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12162,6542,483,2023-08-31,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12163,3209,175,2023-05-22,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
12164,9843,413,2024-05-12,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12165,6563,383,2024-02-19,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
12166,5033,88,2024-10-28,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
12167,9594,225,2024-01-09,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12168,274,693,2025-01-30,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
12169,996,467,2025-03-26,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12170,1973,548,2023-12-29,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12171,2083,181,2025-12-20,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
12172,2898,426,2024-02-07,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12173,8847,483,2023-01-29,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12174,5433,146,2024-03-16,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12175,5113,482,2024-04-02,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12176,8128,917,2023-04-29,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
12177,6367,548,2024-08-31,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12178,9957,369,2023-07-04,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
12179,2064,153,2025-06-10,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12180,7496,736,2023-03-14,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
12181,4235,897,2023-11-04,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12182,7080,801,2024-07-05,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
12183,4662,730,2024-01-16,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
12184,5564,285,2024-11-16,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
12185,9516,289,2024-01-05,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12186,2699,19,2024-01-07,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
12187,4864,16,2023-02-24,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
12188,8455,979,2023-01-05,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12189,289,267,2024-07-14,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
12190,5975,571,2023-07-03,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12191,3635,582,2024-12-04,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12192,2540,570,2023-03-27,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12193,4664,891,2023-09-15,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12194,8038,80,2023-12-23,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12195,2657,858,2025-07-16,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
12196,4621,637,2023-08-22,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12197,7030,912,2024-10-06,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
12198,791,752,2024-04-26,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
12199,9231,899,2025-05-09,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12200,6287,274,2025-04-16,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
12201,6982,511,2025-06-26,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
12202,2198,315,2024-01-19,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
12203,1568,61,2024-02-08,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
12204,2201,477,2023-05-26,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12205,7030,397,2023-04-30,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
12206,552,332,2024-12-26,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12207,2046,425,2023-10-16,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12208,552,388,2023-02-08,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12209,9018,131,2024-09-22,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12210,9843,933,2023-01-10,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
12211,5311,560,2024-07-13,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
12212,9142,19,2024-06-13,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12213,2439,548,2023-01-29,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12214,2794,548,2023-12-30,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12215,2399,618,2023-09-11,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
12216,4857,869,2025-02-11,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
12217,8901,480,2023-03-16,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12218,1585,584,2024-03-14,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12219,3552,474,2024-09-25,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
12220,2064,933,2023-01-13,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
12221,5102,67,2023-06-03,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12222,8018,122,2024-03-21,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12223,2439,288,2023-02-23,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12224,9146,38,2024-07-17,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
12225,5698,87,2025-09-09,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
12226,4857,985,2023-06-28,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
12227,3995,783,2023-12-21,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
12228,4519,617,2025-08-04,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12229,5367,864,2024-01-09,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12230,9715,795,2024-03-11,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12231,2173,826,2025-05-16,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12232,8147,367,2023-05-14,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12233,8606,37,2023-10-24,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
12234,7297,634,2025-10-18,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12235,8582,539,2024-04-09,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
12236,3986,563,2023-10-28,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12237,3318,893,2024-01-26,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12238,7935,160,2025-06-21,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12239,5135,548,2025-09-15,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12240,4173,476,2025-10-25,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12241,2898,211,2024-07-26,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12242,3552,136,2025-08-20,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
12243,4105,970,2023-08-10,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
12244,9516,655,2023-06-27,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12245,8552,682,2023-10-26,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
12246,6110,92,2023-09-12,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12247,9909,139,2024-07-28,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
12248,9169,570,2024-05-24,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
12249,9769,624,2024-06-14,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
12250,1182,467,2023-06-21,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12251,6996,604,2024-03-03,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
12252,1315,85,2025-12-07,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12253,8023,880,2025-06-10,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
12254,868,639,2024-04-03,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12255,927,539,2024-06-08,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
12256,1695,777,2023-11-15,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12257,8606,88,2024-09-25,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
12258,8328,632,2023-01-21,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12259,3343,949,2024-12-31,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12260,5376,332,2024-11-07,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
12261,8571,634,2024-07-25,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12262,2993,644,2025-06-17,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
12263,4598,608,2024-08-09,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
12264,9516,46,2024-03-24,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12265,8344,970,2025-12-13,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
12266,6971,659,2024-03-08,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12267,725,332,2023-07-07,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12268,1182,467,2024-07-17,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12269,253,644,2023-06-10,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
12270,5822,82,2025-08-19,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
12271,6744,76,2023-09-16,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
12272,1585,584,2024-06-14,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12273,9132,390,2023-07-21,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
12274,4623,54,2024-08-11,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
12275,4875,24,2024-01-07,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12276,8810,323,2024-09-23,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
12277,1778,274,2024-08-21,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
12278,9156,443,2025-06-09,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12279,8128,572,2023-09-26,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
12280,1695,317,2025-09-15,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12281,6287,547,2023-05-30,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
12282,2560,420,2023-08-23,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12283,9732,532,2025-06-09,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
12284,8810,714,2024-08-04,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
12285,2721,693,2025-07-04,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
12286,8328,150,2023-11-09,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12287,4841,897,2024-02-06,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12288,8395,378,2025-05-03,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12289,8473,87,2023-12-20,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12290,5543,538,2025-06-14,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
12291,5367,3,2025-10-22,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12292,2120,195,2024-06-17,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
12293,5497,27,2025-09-15,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12294,485,672,2024-07-23,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
12295,996,340,2025-09-12,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
12296,1339,602,2025-04-29,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12297,7560,346,2025-05-18,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12298,1315,85,2024-02-08,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12299,821,637,2023-06-03,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
12300,9945,152,2024-09-14,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12301,9238,970,2024-04-26,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
12302,5397,560,2024-10-17,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
12303,6817,717,2023-07-11,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
12304,6506,366,2025-04-30,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12305,996,757,2025-02-04,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
12306,3455,246,2025-03-25,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
12307,988,57,2025-07-16,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
12308,2686,246,2024-05-06,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12309,3986,637,2024-06-10,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12310,4775,970,2024-12-19,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
12311,9046,377,2025-04-29,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12312,9594,225,2023-06-21,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12313,5367,889,2025-08-03,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12314,9376,60,2024-05-08,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12315,9965,181,2025-03-13,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
12316,6996,229,2024-02-18,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
12317,9945,784,2023-03-16,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
12318,6272,120,2024-02-06,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12319,2699,704,2025-08-17,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12320,2560,749,2023-03-28,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12321,8023,142,2024-09-19,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
12322,3635,462,2025-03-18,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12323,6382,864,2023-12-29,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12324,1665,377,2025-05-20,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
12325,2231,446,2023-07-12,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
12326,2896,419,2023-09-30,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
12327,6838,889,2024-03-19,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
12328,2106,572,2024-06-27,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
12329,9041,318,2023-06-07,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
12330,5497,48,2023-01-15,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12331,5499,708,2023-02-14,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
12332,1649,507,2025-05-27,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12333,382,80,2024-01-25,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12334,8373,364,2025-02-12,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12335,6119,89,2025-10-14,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
12336,4623,605,2023-12-04,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12337,8147,130,2025-06-14,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
12338,6238,140,2025-02-21,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
12339,6554,477,2024-05-31,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12340,4365,44,2024-06-05,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
12341,1896,430,2025-04-29,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
12342,927,716,2024-01-11,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
12343,4701,265,2025-03-09,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12344,6808,148,2025-02-13,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
12345,7719,104,2024-10-11,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
12346,1574,779,2025-03-04,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12347,4755,864,2023-09-06,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
12348,943,224,2024-04-06,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
12349,6554,318,2023-06-28,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
12350,3880,989,2023-11-21,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
12351,9873,507,2024-07-28,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
12352,5829,96,2023-12-04,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
