IdComment,IdCliente,IdProducto,Fuente,Fecha,Comentario
T12288,C037,P016,Instagram,2024-01-04,Gran relación calidad-precio
T12289,C002,P002,Instagram,2025-07-24,"Información suficiente, sin mayor novedad"
T12290,C039,P005,Instagram,2024-07-29,"Me encanta este producto, excelente calidad"
T12291,C038,P015,Instagram,2024-05-05,"No cumple con lo anunciado, insatisfecho"
T12292,C038,P013,Twitter,2025-12-29,"Me encanta este producto, excelente calidad"
T12293,C022,P016,Instagram,2025-04-21,"Calidad superior, muy contento"
T12294,,P007,Facebook,2024-11-24,Pésima atención al cliente
T12295,C002,P015,Instagram,2023-07-13,"Muy mala calidad, se rompió rápido"
T12296,C033,P010,Twitter,2023-11-24,"Producto recibido, cumple su función"
T12297,C030,P006,Twitter,2023-03-05,"Muy mala calidad, se rompió rápido"
T12298,C012,P017,Facebook,2023-12-05,Pésima atención al cliente
T12299,C018,P010,Twitter,2025-03-22,"Me encanta este producto, excelente calidad"
T12300,C032,P001,Facebook,2023-07-24,"Entrega correcta, sin comentarios adicionales"
T12301,C025,P016,Twitter,2025-05-30,"Me encanta este producto, excelente calidad"
T12302,C033,P013,Facebook,2023-05-26,Gran relación calidad-precio
T12303,C035,P010,Facebook,2024-10-07,Gran relación calidad-precio
T12304,C010,P019,Facebook,2023-10-14,"Calidad superior, muy contento"
T12305,C040,P012,Facebook,2023-09-13,Gran relación calidad-precio
T12306,C013,P004,Instagram,2025-04-12,Producto llegó rápido y funciona perfecto
T12307,C014,P017,Facebook,2023-05-08,Producto llegó rápido y funciona perfecto
T12308,C024,P007,Instagram,2025-04-08,"Es lo que esperaba, nada excepcional"
T12309,C027,P015,Instagram,2023-08-09,"Muy mala calidad, se rompió rápido"
T12310,C008,P020,Twitter,2024-03-24,"Muy mala calidad, se rompió rápido"
T12311,C039,P003,Instagram,2024-05-09,"Producto recibido, cumple su función"
T12312,C024,P016,Facebook,2024-05-18,"Es lo que esperaba, nada excepcional"
T12313,C036,P016,Instagram,2023-12-01,Gran relación calidad-precio
T12314,C027,P015,Twitter,2025-04-27,Producto llegó rápido y funciona perfecto
T12315,C025,P004,Twitter,2023-07-03,"Entrega correcta, sin comentarios adicionales"
T12316,C011,P013,Instagram,2023-09-30,"Muy mala calidad, se rompió rápido"
T12317,C029,P016,Instagram,2023-02-14,"Muy mala calidad, se rompió rápido"
T12318,C033,P005,Twitter,2024-04-30,"Muy mala calidad, se rompió rápido"
T12319,C037,P016,Twitter,2025-11-10,"Información suficiente, sin mayor novedad"
T12320,C037,P010,Twitter,2023-06-09,"Me encanta este producto, excelente calidad"
T12321,C006,P011,Instagram,2024-08-15,"Entrega correcta, sin comentarios adicionales"
T12322,C010,P007,Instagram,2025-06-03,"Calidad superior, muy contento"
T12323,C011,P007,Twitter,2025-06-11,Pésima atención al cliente
T12324,C036,P010,Instagram,2024-03-19,"Entrega correcta, sin comentarios adicionales"
T12325,,P013,Instagram,2025-10-12,"No cumple con lo anunciado, insatisfecho"
T12326,C010,P013,Instagram,2023-08-19,"Muy mala calidad, se rompió rápido"
T12327,C002,P005,Facebook,2023-07-02,Envío tardío y producto dañado
T12328,C008,P015,Twitter,2024-07-23,"Me encanta este producto, excelente calidad"
T12329,C005,P005,Twitter,2023-01-08,"No funciona como esperaba, decepcionado"
T12330,C024,P020,Facebook,2024-12-09,"No funciona como esperaba, decepcionado"
T12331,C022,P010,Instagram,2023-06-20,"No cumple con lo anunciado, insatisfecho"
T12332,,P015,Facebook,2025-06-04,Pésima atención al cliente
T12333,C027,P015,Twitter,2023-10-28,"Muy mala calidad, se rompió rápido"
T12334,C007,P015,Facebook,2025-12-20,"Muy mala calidad, se rompió rápido"
T12335,C030,P010,Instagram,2023-03-12,"No cumple con lo anunciado, insatisfecho"
T12336,C032,P003,Facebook,2024-08-17,Envío tardío y producto dañado
T12337,C038,P019,Instagram,2023-04-12,Satisface lo básico
T12338,C029,P016,Instagram,2025-03-26,"Muy mala calidad, se rompió rápido"
T12339,C010,P012,Instagram,2023-08-05,Pésima atención al cliente
T12340,C038,P016,Twitter,2025-12-24,"Me encanta este producto, excelente calidad"
T12341,C016,P020,Twitter,2023-12-08,"Muy mala calidad, se rompió rápido"
T12342,,P019,Instagram,2024-08-31,Satisface lo básico
T12343,C023,P009,Instagram,2024-07-26,"Entrega correcta, sin comentarios adicionales"
T12344,C018,P003,Instagram,2025-02-11,"Entrega correcta, sin comentarios adicionales"
T12345,C018,P011,Facebook,2025-02-07,Pésima atención al cliente
T12346,C011,P005,Instagram,2023-01-29,"Muy mala calidad, se rompió rápido"
T12347,C023,P015,Facebook,2025-01-27,Envío tardío y producto dañado
T12348,C036,P010,Instagram,2024-01-09,"Información suficiente, sin mayor novedad"
T12349,C033,P016,Twitter,2024-02-18,"Me encanta este producto, excelente calidad"
T12350,C022,P005,Twitter,2024-02-02,"Me encanta este producto, excelente calidad"
T12351,C008,P011,Facebook,2024-11-04,Pésima atención al cliente
T12352,C007,P018,Facebook,2024-10-23,Gran relación calidad-precio
T12353,C006,P005,Twitter,2024-02-16,"Producto recibido, cumple su función"
T12354,C025,P008,Facebook,2024-09-29,Producto llegó rápido y funciona perfecto
T12355,C039,P010,Twitter,2024-03-13,"Entrega correcta, sin comentarios adicionales"
T12356,,P017,Facebook,2023-01-31,Gran relación calidad-precio
T12357,C010,P019,Instagram,2024-12-24,"Es lo que esperaba, nada excepcional"
T12358,C031,P011,Facebook,2025-04-22,"Muy satisfecho con la compra, lo recomiendo"
T12359,C033,P008,Facebook,2024-11-14,"Entrega correcta, sin comentarios adicionales"
T12360,C024,P010,Instagram,2023-09-17,"Entrega correcta, sin comentarios adicionales"
T12361,C008,P008,Facebook,2024-12-12,"Calidad superior, muy contento"
T12362,C025,P008,Facebook,2024-11-20,Producto llegó rápido y funciona perfecto
T12363,C023,P015,Twitter,2023-08-05,"Me encanta este producto, excelente calidad"
T12364,C021,P002,Facebook,2025-06-24,"No funciona como esperaba, decepcionado"
T12365,C032,P012,Instagram,2023-12-02,Gran relación calidad-precio
T12366,C010,P008,Twitter,2024-04-20,"Me encanta este producto, excelente calidad"
T12367,C016,P008,Twitter,2024-06-01,"Entrega correcta, sin comentarios adicionales"
T12368,C005,P001,Instagram,2025-04-14,Pésima atención al cliente
T12369,C013,P008,Instagram,2024-04-10,Gran relación calidad-precio
T12370,C011,P019,Facebook,2025-07-01,"No cumple con lo anunciado, insatisfecho"
T12371,C028,P006,Twitter,2023-04-27,"No funciona como esperaba, decepcionado"
T12372,,P012,Facebook,2024-05-19,Gran relación calidad-precio
T12373,C010,P007,Instagram,2023-07-10,"Calidad superior, muy contento"
T12374,C031,P013,Instagram,2024-02-28,"Me encanta este producto, excelente calidad"
T12375,C008,P017,Facebook,2025-03-21,"Muy mala calidad, se rompió rápido"
T12376,C005,P003,Facebook,2023-08-08,Envío tardío y producto dañado
T12377,C003,P011,Facebook,2023-08-03,Pésima atención al cliente
T12378,C013,P019,Instagram,2024-09-15,Pésima atención al cliente
T12379,,P008,Instagram,2023-02-09,Gran relación calidad-precio
T12380,C027,P010,Facebook,2023-03-02,"Información suficiente, sin mayor novedad"
T12381,C006,P010,Instagram,2024-11-29,"Me encanta este producto, excelente calidad"
T12382,C040,P019,Facebook,2024-02-11,"Calidad superior, muy contento"
T12383,C032,P010,Twitter,2024-01-27,"Entrega correcta, sin comentarios adicionales"
T12384,C040,P005,Twitter,2023-01-29,"Muy mala calidad, se rompió rápido"
T12385,C032,P013,Instagram,2024-12-31,"Me encanta este producto, excelente calidad"
T12386,C036,P004,Twitter,2024-06-05,Gran relación calidad-precio
T12387,C021,P010,Facebook,2023-11-04,Gran relación calidad-precio
T12388,C014,P017,Facebook,2024-09-27,Gran relación calidad-precio
T12389,C033,P007,Instagram,2024-10-26,"Calidad superior, muy contento"
T12390,C024,P016,Twitter,2024-03-28,"Me encanta este producto, excelente calidad"
T12391,C021,P020,Facebook,2025-09-02,"No funciona como esperaba, decepcionado"
T12392,C038,P003,Instagram,2023-02-10,"Entrega correcta, sin comentarios adicionales"
T12393,C004,P003,Twitter,2023-05-15,Envío tardío y producto dañado
T12394,C023,P008,Twitter,2023-02-27,"Entrega correcta, sin comentarios adicionales"
T12395,C036,P012,Instagram,2024-04-03,Envío tardío y producto dañado
T12396,C005,P011,Facebook,2023-07-21,"Muy satisfecho con la compra, lo recomiendo"
T12397,C009,P002,Twitter,2023-03-08,"No funciona como esperaba, decepcionado"
T12398,C017,P003,Twitter,2023-01-13,"Calidad superior, muy contento"
T12399,C014,P014,Instagram,2024-06-22,"Calidad superior, muy contento"
T12400,C003,P005,Facebook,2025-12-12,"Entrega correcta, sin comentarios adicionales"
T12401,C016,P003,Twitter,2024-06-23,Envío tardío y producto dañado
T12402,C033,P005,Instagram,2025-10-15,"Muy mala calidad, se rompió rápido"
T12403,C026,P005,Facebook,2025-03-28,"Entrega correcta, sin comentarios adicionales"
T12404,C005,P019,Instagram,2025-03-16,Satisface lo básico
T12405,,P003,Facebook,2023-11-11,"Muy satisfecho con la compra, lo recomiendo"
T12406,,P015,Twitter,2025-10-18,Pésima atención al cliente
T12407,C016,P002,Facebook,2023-08-04,"No funciona como esperaba, decepcionado"
T12408,C016,P003,Twitter,2023-01-07,Envío tardío y producto dañado
T12409,,P006,Instagram,2023-10-29,"Es lo que esperaba, nada excepcional"
T12410,C007,P016,Facebook,2023-03-30,"Producto recibido, cumple su función"
T12411,C022,P010,Twitter,2024-06-05,"Producto recibido, cumple su función"
T12412,C037,P012,Instagram,2024-05-25,Gran relación calidad-precio
T12413,C032,P003,Instagram,2023-07-20,"Muy satisfecho con la compra, lo recomiendo"
T12414,,P003,Instagram,2025-02-03,"Muy satisfecho con la compra, lo recomiendo"
T12415,C018,P012,Instagram,2025-08-14,Gran relación calidad-precio
T12416,C021,P005,Facebook,2024-08-23,"Muy satisfecho con la compra, lo recomiendo"
T12417,C031,P017,Facebook,2024-06-26,Gran relación calidad-precio
T12418,,P013,Facebook,2024-11-22,"Calidad superior, muy contento"
T12419,C028,P012,Instagram,2023-12-06,"Es lo que esperaba, nada excepcional"
T12420,C017,P015,Twitter,2024-03-07,"Muy mala calidad, se rompió rápido"
T12421,C036,P019,Instagram,2025-11-14,"Me encanta este producto, excelente calidad"
T12422,C005,P007,Twitter,2024-08-23,Pésima atención al cliente
T12423,,P019,Instagram,2024-02-25,Producto llegó rápido y funciona perfecto
T12424,C032,P017,Instagram,2025-10-22,"Es lo que esperaba, nada excepcional"
T12425,C040,P010,Twitter,2023-05-04,Envío tardío y producto dañado
T12426,C005,P008,Instagram,2024-11-13,"Producto recibido, cumple su función"
T12427,,P015,Twitter,2024-09-30,Producto llegó rápido y funciona perfecto
T12428,C029,P014,Instagram,2024-09-12,"Calidad superior, muy contento"
T12429,C011,P011,Instagram,2023-07-18,"Calidad superior, muy contento"
T12430,C021,P001,Twitter,2025-09-09,"Información suficiente, sin mayor novedad"
T12431,C015,P010,Facebook,2025-07-01,"Muy satisfecho con la compra, lo recomiendo"
T12432,C019,P007,Twitter,2023-07-12,Producto llegó rápido y funciona perfecto
T12433,,P020,Instagram,2025-06-26,"Calidad superior, muy contento"
T12434,C036,P017,Twitter,2023-08-13,"No funciona como esperaba, decepcionado"
T12435,C002,P017,Twitter,2024-07-11,Gran relación calidad-precio
T12436,C008,P013,Facebook,2023-07-16,Producto llegó rápido y funciona perfecto
T12437,C023,P005,Instagram,2023-06-02,"Muy satisfecho con la compra, lo recomiendo"
T12438,C026,P019,Instagram,2024-09-06,Satisface lo básico
T12439,C024,P008,Facebook,2025-06-07,"Calidad superior, muy contento"
T12440,C010,P008,Twitter,2023-03-30,Satisface lo básico
T12441,C002,P010,Twitter,2025-04-23,"Me encanta este producto, excelente calidad"
T12442,C013,P010,Facebook,2024-02-01,"Calidad superior, muy contento"
T12443,C008,P003,Instagram,2025-01-12,"Entrega correcta, sin comentarios adicionales"
T12444,C026,P016,Twitter,2025-03-14,"Información suficiente, sin mayor novedad"
T12445,C015,P005,Facebook,2023-02-23,Satisface lo básico
T12446,C029,P010,Facebook,2025-06-10,"No cumple con lo anunciado, insatisfecho"
T12447,,P013,Facebook,2024-08-01,Producto llegó rápido y funciona perfecto
T12448,C022,P010,Twitter,2024-06-05,"Me encanta este producto, excelente calidad"
T12449,C028,P015,Instagram,2023-09-30,"Es lo que esperaba, nada excepcional"
T12450,C036,P005,Instagram,2024-07-24,"Calidad superior, muy contento"
T12451,C025,P012,Twitter,2023-06-06,"No funciona como esperaba, decepcionado"
T12452,C035,P016,Instagram,2023-02-27,Envío tardío y producto dañado
T12453,C023,P015,Twitter,2024-05-12,"Entrega correcta, sin comentarios adicionales"
T12454,C018,P007,Twitter,2024-05-20,Pésima atención al cliente
T12455,C033,P017,Instagram,2023-03-10,"Me encanta este producto, excelente calidad"
T12456,C026,P007,Instagram,2024-05-18,"Calidad superior, muy contento"
T12457,C033,P003,Instagram,2023-07-05,"Producto recibido, cumple su función"
T12458,,P015,Twitter,2023-10-24,Pésima atención al cliente
T12459,C010,P007,Twitter,2025-02-25,Pésima atención al cliente
T12460,C033,P010,Twitter,2023-11-30,"Producto recibido, cumple su función"
T12461,C007,P019,Instagram,2023-10-06,Producto llegó rápido y funciona perfecto
T12462,C021,P008,Facebook,2023-04-12,"Entrega correcta, sin comentarios adicionales"
T12463,C015,P006,Instagram,2023-02-20,"Es lo que esperaba, nada excepcional"
T12464,C024,P002,Facebook,2025-11-10,Pésima atención al cliente
T12465,C016,P002,Facebook,2023-09-12,Pésima atención al cliente
T12466,C006,P005,Facebook,2024-07-31,"Muy satisfecho con la compra, lo recomiendo"
T12467,C027,P013,Twitter,2025-08-22,Satisface lo básico
T12468,C036,P001,Instagram,2023-05-23,Satisface lo básico
T12469,C026,P010,Facebook,2024-09-18,"Información suficiente, sin mayor novedad"
T12470,C040,P018,Facebook,2024-09-23,"Es lo que esperaba, nada excepcional"
T12471,C010,P001,Instagram,2025-02-16,Satisface lo básico
T12472,C007,P019,Instagram,2024-06-28,Producto llegó rápido y funciona perfecto
T12473,C039,P011,Twitter,2024-06-14,"Información suficiente, sin mayor novedad"
T12474,,P019,Instagram,2023-09-13,Satisface lo básico
T12475,C006,P010,Instagram,2025-10-18,"Muy satisfecho con la compra, lo recomiendo"
T12476,C037,P018,Twitter,2024-08-12,Satisface lo básico
T12477,C011,P013,Instagram,2024-10-27,"Me encanta este producto, excelente calidad"
T12478,C038,P005,Instagram,2024-12-16,"Me encanta este producto, excelente calidad"
T12479,C006,P003,Facebook,2023-04-22,"Muy satisfecho con la compra, lo recomiendo"
T12480,C006,P006,Facebook,2024-06-21,"Muy satisfecho con la compra, lo recomiendo"
T12481,C007,P012,Instagram,2023-05-09,Gran relación calidad-precio
T12482,C006,P002,Instagram,2024-03-01,"Calidad superior, muy contento"
T12483,,P011,Twitter,2025-01-10,"Calidad superior, muy contento"
T12484,C013,P008,Instagram,2024-12-19,Gran relación calidad-precio
T12485,C021,P005,Facebook,2024-02-16,Satisface lo básico
T12486,C031,P001,Twitter,2025-08-21,"Información suficiente, sin mayor novedad"
T12487,C023,P008,Instagram,2024-12-07,Gran relación calidad-precio
T12488,C005,P019,Instagram,2024-09-06,Satisface lo básico
T12489,C013,P002,Facebook,2024-04-17,Pésima atención al cliente
T12490,C002,P005,Facebook,2025-03-20,Envío tardío y producto dañado
T12491,C025,P012,Instagram,2023-07-31,Pésima atención al cliente
T12492,C004,P007,Twitter,2025-05-09,Pésima atención al cliente
T12493,C009,P008,Facebook,2025-12-08,Producto llegó rápido y funciona perfecto
T12494,C035,P016,Instagram,2025-04-01,Gran relación calidad-precio
T12495,C020,P013,Facebook,2025-05-24,"Calidad superior, muy contento"
T12496,C011,P010,Instagram,2025-08-16,"Muy satisfecho con la compra, lo recomiendo"
T12497,C011,P008,Instagram,2023-10-03,"Producto recibido, cumple su función"
T12498,C010,P006,Instagram,2025-07-28,"No cumple con lo anunciado, insatisfecho"
T12499,C033,P005,Instagram,2025-10-21,"Muy mala calidad, se rompió rápido"
T12500,C024,P012,Twitter,2023-11-19,"No funciona como esperaba, decepcionado"
T12501,C013,P008,Twitter,2025-02-15,"Entrega correcta, sin comentarios adicionales"
T12502,C009,P007,Twitter,2024-04-11,Producto llegó rápido y funciona perfecto
T12503,C002,P012,Twitter,2025-06-11,"Entrega correcta, sin comentarios adicionales"
T12504,C024,P017,Facebook,2024-10-20,"Calidad superior, muy contento"
T12505,C033,P005,Instagram,2025-09-09,"Muy mala calidad, se rompió rápido"
T12506,C026,P019,Facebook,2023-07-21,"No cumple con lo anunciado, insatisfecho"
T12507,C029,P007,Instagram,2024-07-04,"Calidad superior, muy contento"
T12508,,P012,Facebook,2025-10-12,Gran relación calidad-precio
T12509,C032,P008,Twitter,2024-11-25,Satisface lo básico
T12510,C024,P011,Instagram,2024-09-22,Gran relación calidad-precio
T12511,,P006,Twitter,2025-01-30,"No funciona como esperaba, decepcionado"
T12512,C025,P002,Instagram,2023-02-04,"Calidad superior, muy contento"
T12513,C019,P020,Facebook,2023-02-19,"No funciona como esperaba, decepcionado"
T12514,,P011,Facebook,2023-07-14,Pésima atención al cliente
T12515,C038,P015,Facebook,2024-05-18,"Muy mala calidad, se rompió rápido"
T12516,C015,P015,Twitter,2025-01-22,Pésima atención al cliente
T12517,C032,P015,Facebook,2023-10-27,"Muy mala calidad, se rompió rápido"
T12518,C003,P013,Twitter,2023-03-15,"Me encanta este producto, excelente calidad"
T12519,C033,P003,Twitter,2024-02-16,"Calidad superior, muy contento"
T12520,C004,P017,Facebook,2024-06-15,Envío tardío y producto dañado
T12521,C032,P013,Instagram,2024-08-19,"Muy mala calidad, se rompió rápido"
T12522,,P005,Twitter,2023-03-28,"Me encanta este producto, excelente calidad"
T12523,C027,P007,Instagram,2024-04-29,"Es lo que esperaba, nada excepcional"
T12524,C026,P020,Twitter,2025-09-01,"Me encanta este producto, excelente calidad"
T12525,,P005,Instagram,2025-03-06,"Muy satisfecho con la compra, lo recomiendo"
T12526,C028,P016,Twitter,2024-04-24,"Me encanta este producto, excelente calidad"
T12527,,P006,Twitter,2023-01-06,"Muy mala calidad, se rompió rápido"
T12528,C015,P009,Instagram,2023-07-12,"Entrega correcta, sin comentarios adicionales"
T12529,C021,P018,Facebook,2024-10-28,Gran relación calidad-precio
T12530,C036,P013,Twitter,2024-01-29,Producto llegó rápido y funciona perfecto
T12531,C023,P005,Instagram,2025-09-24,"Calidad superior, muy contento"
T12532,C016,P016,Twitter,2024-06-02,"Me encanta este producto, excelente calidad"
T12533,C006,P004,Twitter,2024-09-12,"Calidad superior, muy contento"
T12534,,P003,Instagram,2024-06-05,"Entrega correcta, sin comentarios adicionales"
T12535,C019,P019,Instagram,2023-03-23,Gran relación calidad-precio
T12536,C006,P002,Instagram,2024-07-04,"Calidad superior, muy contento"
T12537,C007,P019,Facebook,2023-09-22,Gran relación calidad-precio
T12538,,P013,Facebook,2023-06-11,"Calidad superior, muy contento"
T12539,,P015,Facebook,2023-06-06,Envío tardío y producto dañado
T12540,C009,P012,Instagram,2024-04-11,Producto llegó rápido y funciona perfecto
T12541,,P020,Twitter,2025-09-18,"Muy mala calidad, se rompió rápido"
T12542,C003,P013,Facebook,2025-01-16,"Calidad superior, muy contento"
T12543,C016,P010,Instagram,2025-06-18,"Entrega correcta, sin comentarios adicionales"
T12544,C023,P010,Twitter,2025-03-03,Envío tardío y producto dañado
T12545,C011,P017,Facebook,2025-05-02,"Calidad superior, muy contento"
T12546,C031,P017,Twitter,2025-03-18,Gran relación calidad-precio
T12547,,P002,Instagram,2024-12-17,"Me encanta este producto, excelente calidad"
T12548,C036,P017,Twitter,2025-08-14,"No funciona como esperaba, decepcionado"
T12549,C020,P004,Twitter,2025-04-02,"Entrega correcta, sin comentarios adicionales"
T12550,C006,P008,Facebook,2023-05-21,"Calidad superior, muy contento"
T12551,,P020,Facebook,2024-01-29,"No cumple con lo anunciado, insatisfecho"
T12552,C032,P020,Facebook,2023-07-29,"Es lo que esperaba, nada excepcional"
T12553,C027,P016,Facebook,2023-10-04,"Producto recibido, cumple su función"
T12554,C018,P017,Twitter,2023-12-15,"No funciona como esperaba, decepcionado"
T12555,C010,P008,Twitter,2024-10-15,"Me encanta este producto, excelente calidad"
T12556,C010,P008,Instagram,2023-03-29,Gran relación calidad-precio
T12557,C010,P008,Twitter,2023-03-19,"Me encanta este producto, excelente calidad"
T12558,C027,P014,Twitter,2025-04-24,"Producto recibido, cumple su función"
T12559,C015,P019,Instagram,2025-03-27,Producto llegó rápido y funciona perfecto
T12560,,P010,Facebook,2025-01-24,"No cumple con lo anunciado, insatisfecho"
T12561,C020,P013,Twitter,2023-03-30,Gran relación calidad-precio
T12562,C023,P013,Twitter,2024-07-31,Gran relación calidad-precio
T12563,C023,P013,Facebook,2025-03-28,"No funciona como esperaba, decepcionado"
T12564,C025,P016,Twitter,2025-01-18,"Me encanta este producto, excelente calidad"
T12565,,P003,Instagram,2024-08-11,"Muy satisfecho con la compra, lo recomiendo"
T12566,C010,P020,Twitter,2025-06-29,"Muy mala calidad, se rompió rápido"
T12567,,P002,Twitter,2024-03-04,Gran relación calidad-precio
T12568,C002,P011,Instagram,2024-12-05,"Entrega correcta, sin comentarios adicionales"
T12569,C023,P012,Facebook,2024-12-25,Gran relación calidad-precio
T12570,C016,P003,Twitter,2024-04-08,Envío tardío y producto dañado
T12571,C006,P008,Instagram,2024-08-11,Gran relación calidad-precio
T12572,C013,P017,Facebook,2024-05-26,Envío tardío y producto dañado
T12573,C016,P012,Instagram,2023-02-27,"Es lo que esperaba, nada excepcional"
T12574,C018,P005,Facebook,2023-09-18,Satisface lo básico
T12575,C013,P017,Facebook,2024-06-18,Producto llegó rápido y funciona perfecto
T12576,C014,P013,Instagram,2024-12-23,"No funciona como esperaba, decepcionado"
T12577,C026,P005,Facebook,2025-07-18,Satisface lo básico
T12578,C005,P011,Facebook,2023-03-25,Pésima atención al cliente
T12579,,P015,Instagram,2025-03-28,"No cumple con lo anunciado, insatisfecho"
T12580,C029,P018,Instagram,2023-11-12,Envío tardío y producto dañado
T12581,C022,P009,Instagram,2023-11-09,"Calidad superior, muy contento"
T12582,C020,P017,Instagram,2025-12-09,"Me encanta este producto, excelente calidad"
T12583,C020,P017,Facebook,2025-04-19,"Muy mala calidad, se rompió rápido"
T12584,,P018,Twitter,2025-02-24,Satisface lo básico
T12585,C015,P005,Facebook,2025-01-01,Satisface lo básico
T12586,,P006,Twitter,2025-04-23,"Información suficiente, sin mayor novedad"
T12587,C021,P002,Instagram,2024-07-05,"Muy satisfecho con la compra, lo recomiendo"
T12588,C019,P018,Facebook,2024-09-05,"Información suficiente, sin mayor novedad"
T12589,C013,P014,Instagram,2024-05-04,"Calidad superior, muy contento"
T12590,C006,P008,Instagram,2025-08-06,Gran relación calidad-precio
T12591,C015,P014,Facebook,2025-03-10,Gran relación calidad-precio
T12592,C009,P017,Facebook,2025-04-01,Gran relación calidad-precio
T12593,C019,P003,Instagram,2023-03-13,"Información suficiente, sin mayor novedad"
T12594,C040,P005,Facebook,2024-07-22,Satisface lo básico
T12595,C015,P002,Twitter,2024-10-28,"Muy satisfecho con la compra, lo recomiendo"
T12596,C036,P016,Instagram,2023-12-23,Envío tardío y producto dañado
T12597,,P019,Facebook,2024-07-15,"No cumple con lo anunciado, insatisfecho"
T12598,,P010,Instagram,2024-03-31,"Muy satisfecho con la compra, lo recomiendo"
T12599,C021,P020,Instagram,2023-10-18,"Calidad superior, muy contento"
T12600,C008,P019,Facebook,2025-07-20,"Calidad superior, muy contento"
T12601,C020,P003,Facebook,2023-07-02,"Muy satisfecho con la compra, lo recomiendo"
T12602,C003,P006,Twitter,2024-10-08,"No funciona como esperaba, decepcionado"
T12603,C039,P011,Facebook,2025-01-11,"Muy satisfecho con la compra, lo recomiendo"
T12604,,P004,Twitter,2023-12-31,Gran relación calidad-precio
T12605,C014,P018,Facebook,2023-02-16,"Es lo que esperaba, nada excepcional"
T12606,C030,P004,Twitter,2025-07-27,"Calidad superior, muy contento"
T12607,C024,P019,Instagram,2025-05-27,Satisface lo básico
T12608,C005,P013,Instagram,2024-02-17,"Es lo que esperaba, nada excepcional"
T12609,C008,P001,Facebook,2023-05-03,Satisface lo básico
T12610,C028,P005,Facebook,2024-10-13,"Entrega correcta, sin comentarios adicionales"
T12611,C007,P012,Twitter,2023-07-06,"No funciona como esperaba, decepcionado"
T12612,C023,P018,Facebook,2024-09-02,Gran relación calidad-precio
T12613,,P018,Twitter,2023-12-14,Satisface lo básico
T12614,C029,P005,Facebook,2025-10-21,"Entrega correcta, sin comentarios adicionales"
T12615,C021,P019,Instagram,2024-10-23,"Es lo que esperaba, nada excepcional"
T12616,C024,P019,Instagram,2024-04-21,"Me encanta este producto, excelente calidad"
T12617,C027,P003,Twitter,2023-01-11,"Muy mala calidad, se rompió rápido"
T12618,C008,P013,Instagram,2023-02-09,"No funciona como esperaba, decepcionado"
T12619,C004,P010,Twitter,2024-07-01,"Producto recibido, cumple su función"
T12620,C030,P005,Twitter,2024-08-17,"Muy mala calidad, se rompió rápido"
T12621,,P010,Facebook,2025-12-08,Gran relación calidad-precio
T12622,C031,P015,Facebook,2025-05-16,Pésima atención al cliente
T12623,C021,P010,Facebook,2024-10-21,"Información suficiente, sin mayor novedad"
T12624,C040,P015,Facebook,2024-01-12,"Muy mala calidad, se rompió rápido"
T12625,C037,P012,Instagram,2023-08-22,Gran relación calidad-precio
T12626,C013,P017,Facebook,2023-02-15,Gran relación calidad-precio
T12627,C004,P004,Facebook,2024-08-17,"Es lo que esperaba, nada excepcional"
T12628,C007,P008,Facebook,2024-11-01,"Entrega correcta, sin comentarios adicionales"
T12629,,P020,Instagram,2024-01-20,"Calidad superior, muy contento"
T12630,C032,P013,Instagram,2023-02-23,"Muy mala calidad, se rompió rápido"
T12631,C035,P013,Twitter,2023-03-11,"Me encanta este producto, excelente calidad"
T12632,C016,P017,Facebook,2024-03-22,Envío tardío y producto dañado
T12633,C004,P014,Instagram,2024-05-22,"Entrega correcta, sin comentarios adicionales"
T12634,,P010,Instagram,2023-05-09,"Muy satisfecho con la compra, lo recomiendo"
T12635,C002,P017,Twitter,2023-07-08,Gran relación calidad-precio
T12636,C022,P015,Instagram,2023-11-21,"Entrega correcta, sin comentarios adicionales"
T12637,C036,P016,Instagram,2024-04-29,Gran relación calidad-precio
T12638,C025,P012,Instagram,2024-08-06,Gran relación calidad-precio
T12639,C017,P015,Facebook,2023-07-24,Pésima atención al cliente
T12640,,P018,Twitter,2024-01-05,Satisface lo básico
T12641,C005,P013,Facebook,2024-05-12,"No funciona como esperaba, decepcionado"
T12642,C033,P005,Instagram,2024-02-02,"Muy mala calidad, se rompió rápido"
T12643,C006,P012,Instagram,2024-08-21,Producto llegó rápido y funciona perfecto
T12644,C005,P005,Facebook,2025-07-19,"Entrega correcta, sin comentarios adicionales"
T12645,C033,P006,Facebook,2023-03-12,"Muy satisfecho con la compra, lo recomiendo"
T12646,C025,P003,Instagram,2024-09-13,"Información suficiente, sin mayor novedad"
T12647,,P009,Instagram,2024-06-22,"Entrega correcta, sin comentarios adicionales"
T12648,C007,P014,Twitter,2023-03-28,Producto llegó rápido y funciona perfecto
T12649,C017,P006,Twitter,2025-08-03,"Muy mala calidad, se rompió rápido"
T12650,,P020,Twitter,2025-04-14,"Muy mala calidad, se rompió rápido"
T12651,C022,P014,Instagram,2025-07-18,Satisface lo básico
T12652,C022,P005,Twitter,2023-01-06,"No funciona como esperaba, decepcionado"
T12653,C015,P009,Instagram,2023-03-14,"Calidad superior, muy contento"
T12654,C006,P019,Instagram,2024-04-14,"Es lo que esperaba, nada excepcional"
T12655,C014,P013,Instagram,2023-06-10,Gran relación calidad-precio
